WeatherYear|WeatherMonth|WeatherDay|Actual High|Actual Low|Actual Avg|Normal High|Normal Low|Normal Avg|Actual - Normal Avg Difference|Precipitation Amount|Heat Degree Day|Cool Degree Day|Rain Classification
2017|12|28|89|77|83|87|73|80|3|0|0|18|1
2017|12|29|90|77|84|87|73|80|4|0|0|19|1
2017|12|30|92|77|85|87|73|80|5|0|0|20|1
2017|12|31|93|76|85|87|73|80|5|0.12|0|20|2
2018|1|1|90|75|83|87|74|80|3|0.47|0|18|3
2018|1|2|90|74|82|87|74|80|2|0|0|17|1
2018|1|3|96|78|87|87|74|80|7|0.24|0|22|2
2018|1|4|82|75|79|87|74|80|-1|0|0|14|1
2018|1|5|90|74|82|87|74|80|2|0|0|17|1
2018|1|6|88|76|82|87|74|80|2|0|0|17|1
2018|1|7|89|76|83|87|74|81|2|0|0|18|1
2018|1|8|89|75|82|87|74|81|1|0.16|0|17|2
2018|1|9|87|75|81|88|74|81|0|0.16|0|16|2
2018|1|10|86|74|80|88|74|81|-1|0.2|0|15|2
2018|1|11|85|74|80|88|74|81|-1|0|0|15|1
2018|1|12|89|73|81|88|74|81|0|0|0|16|1
2018|1|13|90|75|83|88|74|81|2|0|0|18|1
2018|1|14|91|79|85|88|74|81|4|0|0|20|1
2018|1|15|90|77|84|88|74|81|3|0|0|19|1
2018|1|16|90|76|83|88|74|81|2|0|0|18|1
2018|1|17|90|76|83|88|74|81|2|0|0|18|1
2018|1|18|91|77|84|88|74|81|3|0|0|19|1
2018|1|19|92|76|84|88|74|81|3|0|0|19|1
2018|1|20|90|75|83|88|74|81|2|0|0|18|1
2018|1|21|93|72|83|89|74|81|2|0|0|18|1
2018|1|22|91|73|82|89|74|82|0|0|0|17|1
2018|1|23|89|76|83|89|74|82|1|0|0|18|1
2018|1|24|89|73|81|89|74|82|-1|0|0|16|1
2018|1|25|92|72|82|89|75|82|0|0|0|17|1
2018|1|26|91|75|83|89|75|82|1|0|0|18|1
2018|1|27|88|72|80|89|75|82|-2|0|0|15|1
2018|1|28|85|72|79|89|75|82|-3|0|0|14|1
2018|1|29|96|78|87|89|75|82|5|0|0|22|1
2018|1|30|83|74|79|89|75|82|-3|0.59|0|14|4
2018|1|31|81|72|77|90|75|82|-5|0.25|0|12|3
2018|2|1|81|70|76|90|75|82|-6|0.08|0|11|1
2018|2|2|79|70|75|90|75|82|-7|0.04|0|10|1
2018|2|3|80|73|77|90|75|82|-5|0.35|0|12|3
2018|2|4|75|71|73|90|75|82|-9|1.34|0|8|5
2018|2|5|78|70|74|90|75|82|-8|0.79|0|9|4
2018|2|6|81|73|77|90|75|83|-6|0.31|0|12|3
2018|2|7|85|74|80|90|75|83|-3|0|0|15|1
2018|2|8|85|73|79|90|75|83|-4|0|0|14|1
2018|2|9|83|77|80|90|75|83|-3|0.08|0|15|1
2018|2|10|87|74|81|90|75|83|-2|0|0|16|1
2018|2|11|91|72|82|90|75|83|-1|0|0|17|1
2018|2|12|88|71|80|90|75|83|-3|0|0|15|1
2018|2|13|91|76|84|90|75|83|1|0|0|19|1
2018|2|14|88|75|82|90|75|83|-1|0|0|17|1
2018|2|15|87|74|81|90|75|83|-2|0.67|0|16|4
2018|2|16|86|72|79|90|75|83|-4|0.08|0|14|1
2018|2|17|87|74|81|90|75|83|-2|0|0|16|1
2018|2|18|89|74|82|90|75|83|-1|0|0|17|1
2018|2|19|89|76|83|90|75|83|0|0|0|18|1
2018|2|20|89|77|83|90|75|83|0|0|0|18|1
2018|2|21|88|79|84|90|75|83|1|0|0|19|1
2018|2|22|89|79|84|90|75|83|1|0|0|19|1
2018|2|23|93|77|85|90|75|82|3|0.24|0|20|2
2018|2|24|86|77|82|90|75|82|0|0|0|17|1
2018|2|25|86|74|80|90|75|82|-2|0.51|0|15|4
2018|2|26|89|74|82|90|75|82|0|0|0|17|1
2018|2|27|90|76|83|90|75|82|1|0|0|18|1
2018|2|28|92|77|85|90|75|82|3|0|0|20|1
2018|3|1|90|79|85|89|75|82|3|0|0|20|1
2018|3|2|89|81|85|89|75|82|3|0|0|20|1
2018|3|3|91|78|85|89|75|82|3|0|0|20|1
2018|3|4|84|80|82|89|75|82|0|0|0|17|1
2018|3|5|84|78|81|89|74|82|-1|0|0|16|1
2018|3|6|85|76|81|89|74|82|-1|0|0|16|1
2018|3|7|90|74|82|89|74|82|0|0.39|0|17|3
2018|3|8|87|78|83|89|74|82|1|1.77|0|18|5
2018|3|9|79|76|78|89|74|81|-3|0|0|13|1
2018|3|10|84|75|80|89|74|81|-1|0.31|0|15|3
2018|3|11|91|75|83|88|74|81|2|0.24|0|18|2
2018|3|12|87|74|81|88|74|81|0|0|0|16|1
2018|3|13|86|72|79|88|74|81|-2|0|0|14|1
2018|3|14|89|75|82|88|74|81|1|0|0|17|1
2018|3|15|92|78|85|88|74|81|4|0|0|20|1
2018|3|16|95|79|87|88|74|81|6|0|0|22|1
2018|3|17|82|75|79|88|74|81|-2|1.06|0|14|5
2018|3|18|84|74|79|88|74|81|-2|0|0|14|1
2018|3|19|92|75|84|88|74|81|3|0|0|19|1
2018|3|20|93|76|85|88|74|81|4|0|0|20|1
2018|3|21|86|77|82|87|74|81|1|0.04|0|17|1
2018|3|22|83|75|79|87|74|81|-2|0.04|0|14|1
2018|3|23|86|73|80|87|74|81|-1|0|0|15|1
2018|3|24|87|72|80|87|74|80|0|0.01|0|15|1
2018|3|25|87|73|80|87|74|80|0|0|0|15|1
2018|3|26|87|73|80|87|74|80|0|0.24|0|15|2
2018|3|27|86|71|79|87|74|80|-1|0.08|0|14|1
2018|3|28|85|73|79|87|74|80|-1|0.08|0|14|1
2018|3|29|84|72|78|87|74|80|-2|0.12|0|13|2
2018|3|30|83|72|78|87|74|80|-2|0|0|13|1
2018|3|31|86|71|79|87|74|80|-1|0.04|0|14|1
2018|4|1|88|72|80|87|74|80|0|0|0|15|1
2018|4|2|90|77|84|87|73|80|4|0|0|19|1
2018|4|3|93|77|85|87|73|80|5|0|0|20|1
2018|4|4|81|77|79|87|73|80|-1|0.04|0|14|1
2018|4|5|84|75|80|86|73|80|0|0|0|15|1
2018|4|6|87|73|80|86|73|80|0|1.42|0|15|5
2018|4|7|82|72|77|86|73|80|-3|0.04|0|12|1
2018|4|8|83|71|77|86|73|80|-3|0.04|0|12|1
2018|4|9|83|71|77|86|73|80|-3|0|0|12|1
2018|4|10|84|69|77|86|73|80|-3|0.31|0|12|3
2018|4|11|80|70|75|86|73|80|-5|0.31|0|10|3
2018|4|12|82|68|75|86|73|80|-5|0.24|0|10|2
2018|4|13|82|74|78|86|73|80|-2|0|0|13|1
2018|4|14|85|73|79|86|73|80|-1|0.04|0|14|1
2018|4|15|84|73|79|86|73|79|0|2.6|0|14|6
2018|4|16|78|70|74|86|73|79|-5|1.54|0|9|5
2018|4|17|80|69|75|86|73|79|-4|1.34|0|10|5
2018|4|18|80|68|74|86|73|79|-5|0.08|0|9|1
2018|4|19|80|68|74|86|73|79|-5|0|0|9|1
2018|4|20|82|67|75|86|73|79|-4|0|0|10|1
2018|4|21|82|66|74|86|73|79|-5|0|0|9|1
2018|4|22|80|66|73|86|72|79|-6|0.16|0|8|2
2018|4|23|78|71|75|86|72|79|-4|0|0|10|1
2018|4|24|84|70|77|85|72|79|-2|0|0|12|1
2018|4|25|83|69|76|85|72|79|-3|0.08|0|11|1
2018|4|26|84|70|77|85|72|79|-2|0.87|0|12|4
2018|4|27|81|73|77|85|72|79|-2|0|0|12|1
2018|4|28|82|68|75|85|72|79|-4|0|0|10|1
2018|4|29|81|66|74|85|72|79|-5|0.35|0|9|3
2018|4|30|81|71|76|85|72|78|-2|0|0|11|1
2018|5|1|87|67|77|85|72|78|-1|0|0|12|1
2018|5|2|81|65|73|85|72|78|-5|0|0|8|1
2018|5|3|83|68|76|85|71|78|-2|0.08|0|11|1
2018|5|4|78|72|75|85|71|78|-3|0.08|0|10|1
2018|5|5|80|70|75|85|71|78|-3|0.04|0|10|1
2018|5|6|85|69|77|85|71|78|-1|0.2|0|12|2
2018|5|7|79|69|74|85|71|78|-4|0|0|9|1
2018|5|8|81|69|75|85|71|78|-3|1.93|0|10|5
2018|5|9|80|65|73|85|71|78|-5|0.12|0|8|2
2018|5|10|79|65|72|84|71|78|-6|0|0|7|1
2018|5|11|83|65|74|84|71|77|-3|0|0|9|1
2018|5|12|88|67|78|84|70|77|1|0|0|13|1
2018|5|13|83|68|76|84|70|77|-1|0|0|11|1
2018|5|14|77|70|74|84|70|77|-3|2.01|0|9|6
2018|5|15|77|70|74|84|70|77|-3|0.39|0|9|3
2018|5|16|86|71|79|84|70|77|2|0|0|14|1
2018|5|17|82|70|76|84|70|77|-1|0|0|11|1
2018|5|18|81|71|76|84|70|77|-1|0|0|11|1
2018|5|19|85|74|80|84|69|77|3|0|0|15|1
2018|5|20|85|70|78|84|69|76|2|0|0|13|1
2018|5|21|76|62|69|83|69|76|-7|0|0|4|1
2018|5|22|79|62|71|83|69|76|-5|0|0|6|1
2018|5|23|82|64|73|83|69|76|-3|0|0|8|1
2018|5|24|79|65|72|83|69|76|-4|0.39|0|7|3
2018|5|25|73|67|70|83|69|76|-6|1.02|0|5|5
2018|5|26|71|63|67|83|68|76|-9|0.08|0|2|1
2018|5|27|78|62|70|83|68|76|-6|0|0|5|1
2018|5|28|80|66|73|83|68|75|-2|0.04|0|8|1
2018|5|29|79|65|72|83|68|75|-3|0|0|7|1
2018|5|30|78|65|72|82|68|75|-3|0|0|7|1
2018|5|31|80|64|72|82|68|75|-3|0|0|7|1
2018|6|1|83|69|76|82|68|75|1|0|0|11|1
2018|6|2|85|68|77|82|67|75|2|0|0|12|1
2018|6|3|84|66|75|82|67|75|0|0|0|10|1
2018|6|4|76|66|71|82|67|75|-4|0.02|0|6|1
2018|6|5|75|64|70|82|67|74|-4|0.01|0|5|1
2018|6|6|81|66|74|82|67|74|0|0|0|9|1
2018|6|7|83|65|74|82|67|74|0|0|0|9|1
2018|6|8|83|70|77|82|67|74|3|0.12|0|12|2
2018|6|9|76|71|74|81|67|74|0|0|0|9|1
2018|6|10|80|70|75|81|66|74|1|0|0|10|1
2018|6|11|83|69|76|81|66|74|2|0|0|11|1
2018|6|12|85|69|77|81|66|74|3|0|0|12|1
2018|6|13|88|71|80|81|66|74|6|0|0|15|1
2018|6|14|82|69|76|81|66|74|2|0|0|11|1
2018|6|15|76|70|73|81|66|73|0|0.12|0|8|2
2018|6|16|77|69|73|81|66|73|0|0|0|8|1
2018|6|17|78|70|74|81|66|73|1|0.94|0|9|4
2018|6|18|71|67|69|81|66|73|-4|1.97|0|4|5
2018|6|19|77|65|71|81|66|73|-2|0|0|6|1
2018|6|20|77|64|71|81|66|73|-2|0|0|6|1
2018|6|21|80|64|72|81|65|73|-1|0|0|7|1
2018|6|22|84|62|73|81|65|73|0|0|0|8|1
2018|6|23|84|64|74|80|65|73|1|0|0|9|1
2018|6|24|84|67|76|80|65|73|3|0|0|11|1
2018|6|25|84|66|75|80|65|73|2|0|0|10|1
2018|6|26|85|66|76|80|65|73|3|0|0|11|1
2018|6|27|86|65|76|80|65|73|3|0|0|11|1
2018|6|28|79|65|72|80|65|73|-1|0.24|0|7|2
2018|6|29|75|67|71|80|65|73|-2|0.39|0|6|3
2018|6|30|79|66|73|80|65|73|0|0|0|8|1
2018|7|1|83|65|74|80|65|73|1|0|0|9|1
2018|7|2|83|66|75|80|65|73|2|0|0|10|1
2018|7|3|85|65|75|80|65|73|2|0|0|10|1
2018|7|4|81|67|74|80|65|72|2|0|0|9|1
2018|7|5|83|65|74|80|65|72|2|0|0|9|1
2018|7|6|83|63|73|80|65|72|1|0|0|8|1
2018|7|7|83|61|72|80|65|72|0|0|0|7|1
2018|7|8|87|64|76|80|65|72|4|0|0|11|1
2018|7|9|86|64|75|80|65|72|3|0|0|10|1
2018|7|10|84|64|74|80|65|72|2|0|0|9|1
2018|7|11|71|68|70|80|65|72|-2|0|0|5|1
2018|7|12|74|64|69|80|65|72|-3|0|0|4|1
2018|7|13|79|62|71|80|65|72|-1|0|0|6|1
2018|7|14|82|63|73|80|65|72|1|0|0|8|1
2018|7|15|82|64|73|80|65|72|1|0|0|8|1
2018|7|16|81|64|73|80|65|72|1|0|0|8|1
2018|7|17|82|65|74|80|65|72|2|0.04|0|9|1
2018|7|18|81|64|73|80|65|72|1|0|0|8|1
2018|7|19|81|63|72|80|65|72|0|0|0|7|1
2018|7|20|81|62|72|80|65|72|0|0|0|7|1
2018|7|21|82|62|72|80|65|72|0|0|0|7|1
2018|7|22|79|63|71|80|65|72|-1|0.04|0|6|1
2018|7|23|77|64|71|80|65|72|-1|0|0|6|1
2018|7|24|80|63|72|80|65|72|0|0|0|7|1
2018|7|25|71|63|67|80|65|72|-5|0.55|0|2|4
2018|7|26|78|64|71|80|65|73|-2|0|0|6|1
2018|7|27|77|63|70|80|65|73|-3|0|0|5|1
2018|7|28|82|62|72|80|65|73|-1|0|0|7|1
2018|7|29|84|63|74|80|65|73|1|0|0|9|1
2018|7|30|85|72|79|80|65|73|6|0|0|14|1
2018|7|31|86|71|79|80|65|73|6|0.04|0|14|1
2018|8|1|78|69|74|80|65|73|1|0.16|0|9|2
2018|8|2|73|68|71|80|65|73|-2|0.43|0|6|3
2018|8|3|75|68|72|80|65|73|-1|0.08|0|7|1
2018|8|4|80|69|75|80|65|73|2|0.12|0|10|2
2018|8|5|84|66|75|80|65|73|2|0|0|10|1
2018|8|6|79|69|74|80|66|73|1|0|0|9|1
2018|8|7|75|71|73|80|66|73|0|0|0|8|1
2018|8|8|75|69|72|80|66|73|-1|0.55|0|7|4
2018|8|9|85|69|77|80|66|73|4|0|0|12|1
2018|8|10|87|72|80|80|66|73|7|0|0|15|1
2018|8|11|73|71|72|80|66|73|-1|0|0|7|1
2018|8|12|75|67|71|80|66|73|-2|0|0|6|1
2018|8|13|79|67|73|80|66|73|0|0|0|8|1
2018|8|14|77|64|71|80|66|73|-2|0|0|6|1
2018|8|15|81|64|73|80|66|73|0|0|0|8|1
2018|8|16|76|68|72|80|66|73|-1|0|0|7|1
2018|8|17|72|66|69|80|66|73|-4|0|0|4|1
2018|8|18|75|61|68|80|66|73|-5|0|0|3|1
2018|8|19|77|60|69|80|66|73|-4|0|0|4|1
2018|8|20|80|61|71|80|66|73|-2|0|0|6|1
2018|8|21|80|64|72|80|66|73|-1|0|0|7|1
2018|8|22|79|67|73|80|66|73|0|0|0|8|1
2018|8|23|83|67|75|80|67|73|2|0|0|10|1
2018|8|24|83|70|77|80|67|73|4|0|0|12|1
2018|8|25|87|72|80|80|67|73|7|0|0|15|1
2018|8|26|85|69|77|80|67|73|4|0|0|12|1
2018|8|27|73|69|71|80|67|73|-2|0.79|0|6|4
2018|8|28|73|64|69|80|67|73|-4|0|0|4|1
2018|8|29|77|63|70|80|67|73|-3|0.39|0|5|3
2018|8|30|79|64|72|80|67|73|-1|0|0|7|1
2018|8|31|85|63|74|80|67|73|1|0|0|9|1
2018|9|1|84|67|76|80|67|73|3|0|0|11|1
2018|9|2|83|72|78|80|67|74|4|0|0|13|1
2018|9|3|86|72|79|80|67|74|5|0|0|14|1
2018|9|4|86|69|78|80|67|74|4|0.28|0|13|3
2018|9|5|74|68|71|80|67|74|-3|0.04|0|6|1
2018|9|6|76|68|72|80|67|74|-2|0|0|7|1
2018|9|7|77|67|72|80|68|74|-2|0|0|7|1
2018|9|8|78|64|71|80|68|74|-3|0|0|6|1
2018|9|9|82|65|74|80|68|74|0|0|0|9|1
2018|9|10|80|67|74|80|68|74|0|0|0|9|1
2018|9|11|79|68|74|80|68|74|0|0.39|0|9|3
2018|9|12|74|68|71|80|68|74|-3|0|0|6|1
2018|9|13|73|63|68|80|68|74|-6|0|0|3|1
2018|9|14|78|63|71|80|68|74|-3|0|0|6|1
2018|9|15|81|70|76|80|68|74|2|0|0|11|1
2018|9|16|74|73|74|80|68|74|0|0.08|0|9|1
2018|9|17|77|67|72|80|68|74|-2|0.08|0|7|1
2018|9|18|79|71|75|80|68|74|1|0.08|0|10|1
2018|9|19|89|74|82|80|68|74|8|0|0|17|1
2018|9|20|88|75|82|80|68|74|8|0|0|17|1
2018|9|21|88|73|81|80|68|74|7|0|0|16|1
2018|9|22|80|72|76|80|69|74|2|0|0|11|1
2018|9|23|82|69|76|80|69|75|1|0|0|11|1
2018|9|24|91|73|82|80|69|75|7|0|0|17|1
2018|9|25|87|73|80|81|69|75|5|0|0|15|1
2018|9|26|84|73|79|81|69|75|4|0|0|14|1
2018|9|27|89|73|81|81|69|75|6|0|0|16|1
2018|9|28|91|73|82|81|69|75|7|0|0|17|1
2018|9|29|82|74|78|81|69|75|3|0.12|0|13|2
2018|9|30|82|73|78|81|69|75|3|0.08|0|13|1
2018|10|1|86|73|80|81|69|75|5|0|0|15|1
2018|10|2|87|75|81|81|69|75|6|0|0|16|1
2018|10|3|88|75|82|81|69|75|7|0|0|17|1
2018|10|4|90|75|83|81|69|75|8|0|0|18|1
2018|10|5|83|71|77|81|69|75|2|0.16|0|12|2
2018|10|6|78|68|73|81|69|75|-2|0.39|0|8|3
2018|10|7|76|68|72|81|69|75|-3|0.83|0|7|4
2018|10|8|84|72|78|81|70|76|2|0|0|13|1
2018|10|9|87|74|81|82|70|76|5|0|0|16|1
2018|10|10|90|76|83|82|70|76|7|0|0|18|1
2018|10|11|88|76|82|82|70|76|6|0|0|17|1
2018|10|12|86|75|81|82|70|76|5|0|0|16|1
2018|10|13|89|74|82|82|70|76|6|0|0|17|1
2018|10|14|84|73|79|82|70|76|3|0|0|14|1
2018|10|15|80|71|76|82|70|76|0|0|0|11|1
2018|10|16|77|72|75|82|70|76|-1|0.83|0|10|4
2018|10|17|78|72|75|82|70|76|-1|0.47|0|10|3
2018|10|18|82|74|78|82|70|76|2|0.04|0|13|1
2018|10|19|88|75|82|82|70|76|6|0|0|17|1
2018|10|20|78|69|74|82|70|76|-2|0|0|9|1
2018|10|21|76|68|72|82|70|76|-4|0|0|7|1
2018|10|22|77|65|71|83|71|77|-6|0|0|6|1
2018|10|23|84|66|75|83|71|77|-2|0|0|10|1
2018|10|24|85|73|79|83|71|77|2|0.16|0|14|2
2018|10|25|74|71|73|83|71|77|-4|0.94|0|8|4
2018|10|26|83|70|77|83|71|77|0|2.56|0|12|6
2018|10|27|88|74|81|83|71|77|4|0.55|0|16|4
2018|10|28|78|70|74|83|71|77|-3|0|0|9|1
2018|10|29|74|68|71|83|71|77|-6|0.04|0|6|1
2018|10|30|79|67|73|83|71|77|-4|0.39|0|8|3
2018|10|31|82|71|77|83|71|77|0|0|0|12|1
2018|11|1|91|74|83|83|71|77|6|0|0|18|1
2018|11|2|82|71|77|83|71|77|0|0|0|12|1
2018|11|3|88|69|79|83|71|77|2|0|0|14|1
2018|11|4|91|75|83|83|71|77|6|0.01|0|18|1
2018|11|5|75|73|74|83|71|77|-3|1.3|0|9|5
2018|11|6|77|72|75|83|72|78|-3|0.98|0|10|4
2018|11|7|83|72|78|84|72|78|0|0.16|0|13|2
2018|11|8|76|69|73|84|72|78|-5|4.76|0|8|6
2018|11|9|75|68|72|84|72|78|-6|0.79|0|7|4
2018|11|10|72|68|70|84|72|78|-8|0.16|0|5|2
2018|11|11|82|68|75|84|72|78|-3|0|0|10|1
2018|11|12|84|72|78|84|72|78|0|0.35|0|13|3
2018|11|13|84|74|79|84|72|78|1|0.31|0|14|3
2018|11|14|86|75|81|84|72|78|3|0|0|16|1
2018|11|15|91|76|84|84|72|78|6|0|0|19|1
2018|11|16|89|76|83|84|72|78|5|0|0|18|1
2018|11|17|82|75|79|84|72|78|1|0|0|14|1
2018|11|18|84|75|80|84|72|78|2|0.16|0|15|2
2018|11|19|87|74|81|84|72|78|3|0.04|0|16|1
2018|11|20|74|71|73|84|72|78|-5|0.04|0|8|1
2018|11|21|79|71|75|84|72|78|-3|0.01|0|10|1
2018|11|22|82|73|78|85|72|78|0|0.12|0|13|2
2018|11|23|87|73|80|85|72|79|1|0|0|15|1
2018|11|24|86|75|81|85|72|79|2|0.04|0|16|1
2018|11|25|81|74|78|85|72|79|-1|0|0|13|1
2018|11|26|86|73|80|85|73|79|1|0|0|15|1
2018|11|27|82|72|77|85|73|79|-2|0.08|0|12|1
2018|11|28|83|70|77|85|73|79|-2|0|0|12|1
2018|11|29|85|70|78|85|73|79|-1|0|0|13|1
2018|11|30|92|76|84|85|73|79|5|0|0|19|1
2018|12|1|89|76|83|85|73|79|4|0|0|18|1
2018|12|2|89|74|82|85|73|79|3|2.28|0|17|6
2018|12|3|80|71|76|85|73|79|-3|0.02|0|11|1
2018|12|4|83|71|77|85|73|79|-2|0|0|12|1
2018|12|5|89|73|81|85|73|79|2|0|0|16|1
2018|12|6|84|76|80|85|73|79|1|0|0|15|1
2018|12|7|83|72|78|86|73|79|-1|1.77|0|13|5
2018|12|8|73|69|71|86|73|79|-8|0.16|0|6|2
2018|12|9|80|68|74|86|73|79|-5|0|0|9|1
2018|12|10|80|70|75|86|73|79|-4|0|0|10|1
2018|12|11|85|71|78|86|73|79|-1|0|0|13|1
2018|12|12|88|73|81|86|73|79|2|0|0|16|1
2018|12|13|93|75|84|86|73|79|5|0|0|19|1
2018|12|14|93|75|84|86|73|79|5|0|0|19|1
2018|12|15|89|76|83|86|73|80|3|0|0|18|1
2018|12|16|88|75|82|86|73|80|2|0|0|17|1
2018|12|17|88|76|82|86|73|80|2|0|0|17|1
2018|12|18|91|76|84|86|73|80|4|0|0|19|1
2018|12|19|91|75|83|86|73|80|3|0|0|18|1
2018|12|20|92|78|85|86|73|80|5|0|0|20|1
2018|12|21|91|78|85|86|73|80|5|0|0|20|1
2018|12|22|92|78|85|86|73|80|5|0|0|20|1
2018|12|23|91|78|85|86|73|80|5|0|0|20|1
2018|12|24|91|76|84|86|73|80|4|0|0|19|1
2018|12|25|83|75|79|87|73|80|-1|0.12|0|14|2
2018|12|26|82|73|78|87|73|80|-2|0.04|0|13|1
2018|12|27|79|72|76|87|73|80|-4|0.55|0|11|4
2018|12|28|82|71|77|87|73|80|-3|0.79|0|12|4
